Broken/unreadable files:
dataset split   class_raw                                                                       filepath
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\715761a2-745e-4743-9849-956a034ad3c4.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\716273ea-19c4-49af-8604-df587b295eca.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\72088c26-d2dd-4906-b791-b8947fc7fbe4.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\72732579-a812-4496-b2dd-ea1556924337.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\729733ff-a349-4a96-b636-ccabe7d7e167.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\74261741-4d6e-4dba-8ad4-4fbdf919c30f.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\749df49e-5212-49ea-9e88-7d66f258f1df.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\76021d69-8919-4688-95ef-7418eff620cc.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7624ac36-1cf9-42fb-844d-376078309553.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\76a8a5f5-1328-4539-a131-baf877f40cf3.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\770b8ca4-8377-479b-9ad5-5455ec3b44f8.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7942691b-6376-4c75-ae8a-ddf65454dcb2.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\79d7a014-21ff-40f1-9ac4-a69839390654.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7beee655-6156-43b8-b185-dbae0eaf7f45.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7c870293-2665-4a6b-a4fa-336959051dfc.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7d041c38-11f2-4186-8a24-29d7d0f5c3cf.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7dcc84ce-e8b4-46c8-9506-7c8ebda5da2f.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7ef90770-6aeb-45eb-9744-49c5247dde30.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7f528918-27d4-421f-ab57-0cf9c693e697.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\7fd2d254-b062-4f3d-8970-687e73c5a00a.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8002cb71-0f25-4fa4-a46f-b49e5aeded0c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\81c3c8f0-d5a9-4dda-afd5-e86f6afd9424.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\81edcae1-65bf-4752-b0e4-494376b71e49.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\85546330-4efd-43e2-87aa-d53a30220bfc.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\86495bbf-687b-429c-b9d3-6c2681ade7e2.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\882b91b7-5906-4091-bad4-688d4375eeb5.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8939e14b-fcdf-48b1-acb9-6514a2fc2fc0.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\89f10192-d3dd-4996-a571-4c851dbdc983.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8a7deb24-d2b4-4acf-86c4-3aadd39157fa.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8be185e7-2a1a-441c-a5c7-b50a9eb926cb.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8cc6fe77-5f2f-4670-b4ac-1b49550241a8.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8d02117d-6c71-4e47-b50a-6cc8d5eb1d55.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8d56197c-21d7-4cb6-92df-80637efd129b.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8e72e20e-e714-4db6-a1da-c05a409257d4.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\8f84a2c9-ca38-4405-a488-12fcd101278b.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\90171428-f208-428a-b40e-f57ee3bea457.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\90246988-0d6d-4bf8-8a76-94107de4121e.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9106a6bb-1352-411f-ac26-0d6fe48c16a8.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\93a306b8-594a-4c7f-8b4a-127fb6ad8f1a.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\93b47b14-7f78-4b31-8897-d63a81fdab01.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\984caf56-f400-4a29-be97-a4d6b9d1468d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\98976666-9125-47fe-9601-43c41e58dfb4.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\99a21c5c-f5a7-4c07-9cb6-5dda2d388f48.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\99b13257-b9d9-422f-8262-802da0bdc510.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\99d6a7e5-128e-4455-841d-8fbd1663905e.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\99e979d4-ee97-4d7f-9da6-00bead40db4d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9acf303a-fcba-4e52-be3e-8d061aa5e72a.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9b410534-3b70-4a88-9f93-205cf4e55a05.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9c48fdf4-621d-4f40-bcd7-6a28cd530de7.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9c4cb048-d64a-4b7f-84ff-ca28a8084fc7.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9d155086-acf5-4c86-a9e1-94b587c46e87.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9dc6ed5d-6698-48cf-aab3-fd156673729c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9e0e1928-d19a-4100-b093-0b962ac09e05.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9e82c996-2cfa-418d-9482-8ee23e9d0a5d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9eb66577-7857-43dc-a879-8f2c9d7f780f.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9f38055f-4fe6-47fd-a6dd-c0743db4eccf.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\9f959520-e15e-45c2-bc29-ef3c19154d1c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a054a8e2-55f2-4508-97df-207f76b89be2.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a065c50b-341d-4803-b4b0-0fe8f04fdbb5.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a0eeeb10-d0cb-48d9-8c22-2c3a3c908d00.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a11ed7d0-12f6-468f-abad-5cba7d968123.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a15e0fa8-2620-4f66-896e-175115c9dc3d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a1669b59-fe09-4fe6-ba9f-06bec6725502.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a2a20600-f851-4db7-90f9-6f7be027c8b5.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a30da226-b452-408a-a556-bfae4d521464.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a4409217-be11-4478-90a5-b406057d154d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a4d7a7e1-5ae1-486d-b6ee-c9af1476ccad.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a4fbb9f2-9b75-4fdc-877d-2feaafac25b3.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a51d6c18-f9e8-4714-9dbb-38e1577445f2.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a5c3b3f8-7ceb-4573-a400-a76b9479af46.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a63ce82f-f3d1-4818-9035-d3d230e5f686.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a6526894-e290-482d-ac43-f1df34864817.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a72cd558-b7ac-4bf2-a344-2ce6c73a354e.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a777e78c-ad1f-4380-9ab2-b4f9f32b2d78.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a824b499-3736-4581-bbdc-be1b3b4cf756.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a88a48b6-f85c-45c1-b42f-79716c8463f1.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a9159b11-ba49-4885-902e-00c8d5095b98.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\a9daf82a-a46d-4296-bd72-2c374ed0a193.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\aaade430-4c49-4038-97b7-f8cdd937db57.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ae779806-6d01-4dc6-89df-294c368db6bc.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\afd39466-aafa-4d81-9520-483727418723.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b1145408-feae-4637-b4cf-3e70b99cc62d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b4261fa5-876d-48ea-b6da-ec7ca5b48fe2.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b634137b-bc8b-4e88-b0e3-b536ad6e7e18.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b6364a57-72a9-43f3-8d02-9f53a992dc95.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b666fcc2-d0b2-441e-bc5a-c660345eeb5d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b7d0ae11-a393-4aec-8f68-6ba07147f78a.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b809b407-7b69-4334-873d-d6c49135f04a.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b87fb62d-2c36-4f68-aba9-37fcd7d46eef.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b8a4d467-c40c-4ebf-91dd-1c19d0f2a7ae.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b9c6db13-ca3a-4937-8ecf-e537047ed858.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b9ccf7ca-953f-4832-9575-5e70b2a8c224.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\b9d65ef3-1adc-4479-abee-2e422f5a613a.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\baa87bf8-786c-444c-81e8-9fa0a41d8149.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\bb137718-20ba-457d-8ffe-4f9420ecaab6.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\bb2042c5-35e1-43cc-8171-7de81b764361.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\bcaefb02-682a-41b9-acc7-e6cc010f5b30.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\bcb447c9-5d37-414f-a513-d7076b04a532.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\bdb5d571-27bc-4a42-ae45-aa5a9af40a81.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\be779f52-0bfa-4c01-a16f-b7f0bc92ed7c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\bf002a25-6535-4621-be19-56d468be5413.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c22f7031-9cf8-48ce-b03b-1b12d0db4951.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c244166d-12ca-445f-9ed9-a13d9caa412f.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c2ec116f-f091-422c-926c-70b548a8f6ef.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c35ee701-fde2-46b5-b178-1fe3f1ea7da2.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c415532c-4cce-4580-9fcd-623c172a1abd.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c442e2d6-aaf9-417a-9905-4737a1115f33.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c4c7ed75-dbdf-4bb6-b6ba-718903cf7264.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c4d34e35-4db2-41de-ba77-1a94aa9ef788.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c5084fb8-2b62-464c-8a77-1a07ea653266.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c680004e-6ee2-43d7-877c-edc9b5ebeecc.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c691c8ef-d3c7-47b6-a941-f6a1089f21a9.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c742ee2c-6814-46cd-af56-ae87bb9972f4.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c7c1b873-0548-4a73-9618-f60912e164df.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c84edeb4-311c-4e82-88f9-ae0505b3ad13.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c94827ce-d619-4705-a68a-df63a2c95ffa.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c956e531-6805-4fe1-b61c-8b96a9815a77.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\c9ad92d4-b408-4506-916e-def47b2e6ed0.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ca5e6a15-ba65-48ea-8913-2d986e71bf3a.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ca734448-0d52-42fa-b41c-17b2939e58ae.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\caeb2d62-1166-43f0-8eac-5b8fc48f02eb.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\cd2774a0-dab2-4d68-aae9-7568b9f3d2a6.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\cf90d82f-2814-4fb7-a3ff-a86b7c5efca7.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d0347b49-8f98-4632-a384-1a4f57ac6374.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d1144956-5a0c-4bd2-b67d-8498c82d6a12.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d12c5f45-6b20-46d6-a66f-c5a4683c25b3.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d1924af6-7512-4ccc-9c6b-adbbaa8db41f.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d3dcdf92-9328-4796-adf4-918646877ba1.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d79b4e90-c45d-4f5d-a498-49c3e323c291.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d7c7eb2c-2acd-4f86-8a5a-09ab3dd02d16.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d8632217-ec33-4d0a-98e6-427824c58869.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\d9c9479e-f1ea-4d6e-861f-843ff9a90d19.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\da111ca5-520f-4ea8-97ad-ae5fce58ee91.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\daea4860-a296-4f6d-acef-996ab0882676.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\dbdfad64-110c-421f-a1c7-f68fd9e82d67.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\dc6ac71b-2616-431e-bfd5-4c38139e4ddd.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\dcb21739-3c36-459d-b3cc-1be5871d6fe7.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\dd090806-e4ac-4a78-b2ee-55a30626369c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\de5d19b7-e670-4ac7-843b-7ce7bcebdf45.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\deaa1931-5f97-45bf-8c00-be6ddeb37b9a.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e0ef520d-7b65-485d-9888-e6859f189f70.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e11515b4-9527-4c23-a0ba-43719bacca0d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e13f2327-fbf4-4d84-a8c1-09cb1e449c8c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e16c0dab-780d-4035-872e-1bb91e49f9d2.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e1937e32-85d5-4cd8-bb4a-b9cf8ee7ceeb.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e36cb882-c6d0-4467-812e-d18c169a9a47.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e3e9c2de-0a24-4c7e-8a69-3d3093d5bdab.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e4827c85-311a-4df1-89c2-99dad0c3558c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e4eea7ea-8989-46a9-9c98-25a178146b28.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e61e6af2-7f8b-47b0-bbe7-acb2ed0299ab.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e683144c-0465-43a2-86b1-3cf52599d5e0.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e726dac6-f962-449c-acff-4dd56847b685.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e79bd81b-f878-4bee-9be2-d91a722c031e.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e81bf478-27ff-458c-ac30-9e1f8480bc5c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\e98ea067-82b5-4a0d-87bf-b4bbdc10ddab.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\eb0173a3-7e5e-4f53-8124-03d9d6317844.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\eb5f4f2f-2275-4a80-84a5-78a1eaf4ce4d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\eb86033f-4f1c-4e8c-ae84-e8e4c7e08626.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ebfd9f67-138e-49f0-9cef-a0352069eedb.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ec60ab26-3343-4c5f-9667-cdae999c7d86.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\edcb4d77-a4d3-465d-9b59-eb3087766b1c.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ef1419e0-3a3a-458a-b3b2-7efddac50404.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ef815e3a-02a6-4cf8-9262-45bc74c50b00.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ef83ed4c-2724-4d5f-8abe-1a18d25cea35.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f05ffdca-dc3a-47bd-a231-2a0d9bd1d50e.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f2574be3-81c6-4fc3-8a40-0230d1264f52.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f4c2b43f-a2e7-4746-8034-0b34aebba8ee.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f5869ba8-6253-426b-93f3-82af59a86144.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f5c51193-8a27-4ef3-83ad-771395d63caf.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f632981c-1330-4078-8a12-691beb2dab02.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f6f8a69a-3fd2-4684-ac77-3e83ea0fb36d.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f77d7469-d083-4c2d-a4ea-5a9ff162e3e2.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f8b14fc4-dd6b-4ad0-a96d-c62845f48681.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\f939782b-f5a2-40a3-9c22-6c6d7e18edc3.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\fa1f9f89-cecb-4972-842c-d14c632f89a9.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\fb05b297-180a-4171-b633-09d5616d7534.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\fc8df086-39e0-43f8-b0c7-2d23a349539b.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\fd1c4c7a-24bc-43f2-b84f-fee182207aee.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\fe691faa-3bc7-475e-b558-aa8fe7b795bc.png
malaria train trophozoite ..\data\raw\malaria\train\trophozoite\ffb7be9a-65df-4f0b-99ae-cfd34e81cd34.png
malaria   val  gametocyte    ..\data\raw\malaria\val\gametocyte\04de27ff-0d36-4da3-a829-e93851d76981.png
malaria   val  gametocyte    ..\data\raw\malaria\val\gametocyte\406e05f0-4444-414c-bb40-f4cb08e75ac9.png
malaria   val  gametocyte    ..\data\raw\malaria\val\gametocyte\43bc935a-f655-45e1-a64d-fcb8b78267a6.png
malaria   val  gametocyte    ..\data\raw\malaria\val\gametocyte\78ac1e98-7062-4e27-8d58-25c392cae889.png
malaria   val  gametocyte    ..\data\raw\malaria\val\gametocyte\7db1373d-5bbf-47e6-ab40-30cba7678745.png
malaria   val  gametocyte    ..\data\raw\malaria\val\gametocyte\a63fa2c7-3ec8-4bb7-bde6-a39e09d2f806.png
malaria   val  gametocyte    ..\data\raw\malaria\val\gametocyte\c8fd1336-dd0a-4f97-abbf-be2c18b91e02.png
malaria   val        ring          ..\data\raw\malaria\val\ring\0154dd8e-72f8-4d78-a4dd-93e139577bd1.png
malaria   val        ring          ..\data\raw\malaria\val\ring\0546d843-d778-4aca-b8b5-bfe23d7c87da.png
malaria   val        ring          ..\data\raw\malaria\val\ring\13099edb-35d9-438f-b093-2cf2ebf9d255.png
malaria   val        ring          ..\data\raw\malaria\val\ring\21417261-475a-456f-b03f-57ac85a6e106.png
malaria   val        ring          ..\data\raw\malaria\val\ring\39cc33be-d752-40fe-b7a8-2e69a3517205.png
malaria   val        ring          ..\data\raw\malaria\val\ring\4d8a4ce8-0f9c-4f21-8844-4cf0e5514bbf.png
malaria   val        ring          ..\data\raw\malaria\val\ring\5836500a-221e-40ca-a8be-caaa37f7d300.png
malaria   val        ring          ..\data\raw\malaria\val\ring\584d62ed-4329-45dd-94ce-e929d8b2bb74.png
malaria   val        ring          ..\data\raw\malaria\val\ring\5c037ffc-f515-48b3-b231-c110fbd2b8ca.png
malaria   val        ring          ..\data\raw\malaria\val\ring\5ccca8ee-abea-458a-a891-bedd31c3ddc3.png
malaria   val        ring          ..\data\raw\malaria\val\ring\6dfafdf1-f588-4e80-8cf8-0126e1bf7af9.png
malaria   val        ring          ..\data\raw\malaria\val\ring\8cca114a-ed05-4b87-95b7-fae02487f08c.png
malaria   val        ring          ..\data\raw\malaria\val\ring\b3058064-d817-47dd-a8c4-cdb1f62374f8.png
malaria   val        ring          ..\data\raw\malaria\val\ring\c4494d4f-732f-431a-8a9d-62403f0b74fe.png
malaria   val        ring          ..\data\raw\malaria\val\ring\d532e31c-10ce-4313-9a36-bd5e01230254.png
malaria   val        ring          ..\data\raw\malaria\val\ring\da49db57-0c2f-4213-b322-c88c19fb9296.png
malaria   val        ring          ..\data\raw\malaria\val\ring\dedbb10c-43f1-45fb-bb40-3ce2fb874015.png
malaria   val        ring          ..\data\raw\malaria\val\ring\eb6e8684-b84e-483d-b835-f59286d2516b.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\27388ff2-4000-4c9a-a2e3-addc448a5f92.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\32a1ea24-b6b7-4253-ad3e-bdf99c2c9b9d.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\3612aa3b-2906-44a6-9c80-6144511a35ce.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\5939f341-a886-4f63-ae87-2219d000a1d4.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\68442532-9cd2-4b42-9d4f-ddf8c13bb38c.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\6fd30823-3b77-40c9-ba5d-e1eda9660674.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\834a30bb-26bf-4e60-9ea1-3250b926892e.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\a85cd1ae-0c94-4387-8305-84ab8d96d137.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\b234b6ea-b54d-470c-8461-ba7f4a024796.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\bf20d04d-ff8a-4910-91d7-94054c267d1b.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\cc275c45-7511-4070-84af-10b8ffebda53.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\de0321fa-6f7d-4dd1-b96b-186701c3b1d9.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\e0e6b676-c39c-4542-8adf-de257a8e92e2.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\e3a4b3e7-9500-4b6c-a402-b6d3f45e714b.png
malaria   val    schizont      ..\data\raw\malaria\val\schizont\e3ade58d-086c-47fa-9120-76beacb45395.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\0a7bfa8a-ee52-4f7a-b9c5-2919ecfa93ef.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\0ab56f9a-846d-49e2-a617-c6cc477fdfad.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\1574565f-f45b-4160-947e-25ce1a81aaca.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\1b7f47fc-26cd-4273-b848-88a7cbfd9f85.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\1e86933d-6a5a-4a3c-a0f2-ca22afd767b3.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\1f8f08ea-b5b3-4f68-94d4-3cc071b7dce8.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\20d4f65e-6c63-433a-935c-d568d577967b.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\252071ac-e9f2-41d2-abbb-87ef01b8a997.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\266180ed-77a3-4284-8292-50a49fc47fce.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\2aeb7b85-7df9-4a63-8d37-2eecaaa190e7.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\2c4d72f1-71a6-4bf1-b5d9-8023c7bbec74.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\3859deaf-6ae1-49a3-9051-898d0f0d7de6.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\4372709c-f356-4906-be17-415384d916e8.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\4849866a-73a2-4fcf-a407-2d0a25a09a89.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\4903d9c7-de88-426a-b42d-a7e797e5ebcd.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\50715879-2300-4dba-8f4a-3314ff8cfcce.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\550cf4ce-b641-44a3-8487-3e16d4049187.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\58594235-0d32-4a4e-91cd-4c800eaaaa73.png
malaria   val trophozoite   ..\data\raw\malaria\val\trophozoite\58ced55c-bf0d-4204-b6b2-4f8992d92779.png
